unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,6,46,38,18,9,142,18,7,36,117,638,8,1,474,8,491,1566,February,2025
CMP,1,10,3,5,0,23,5,4,11,22,114,4,0,101,1,106,304,February,2025
KMP,0,1,1,0,0,7,3,0,2,14,45,1,0,74,0,75,148,February,2025
RMP,1,5,4,0,1,6,2,0,2,7,53,2,2,91,0,95,176,February,2025
BMP,1,0,2,0,0,17,0,0,4,5,47,0,0,24,0,24,100,February,2025
SMP,0,3,3,1,0,5,0,0,2,6,58,1,4,37,25,67,145,February,2025
RPMP,0,2,0,0,0,10,0,0,0,8,26,1,0,17,0,18,64,February,2025
GMP,1,1,8,0,0,20,6,0,2,12,93,2,5,59,0,66,209,February,2025
Dhaka Range,25,25,66,8,0,229,10,7,37,111,1051,13,0,563,1,577,2146,February,2025
Mymensingh Range,1,4,19,10,0,94,3,1,6,35,372,2,0,207,38,247,792,February,2025
Chittagong Range,13,14,50,11,0,171,10,5,43,75,896,32,4,601,25,662,1950,February,2025
Sylhet Range,2,6,13,3,0,79,1,5,4,50,385,1,0,103,23,127,675,February,2025
Khulna Range,2,11,22,2,0,140,2,1,18,60,591,12,7,315,8,342,1191,February,2025
Barishal Range,6,4,16,18,0,120,5,2,14,25,435,0,0,125,0,125,770,February,2025
Rajshahi Range,11,11,30,5,0,196,5,4,8,47,602,15,12,418,6,451,1370,February,2025
Rangpur Range,4,6,23,2,0,171,8,1,4,69,644,7,2,408,8,425,1357,February,2025
Railway Range,0,4,2,0,0,0,0,0,0,10,8,0,0,15,0,15,39,February,2025
Total,74,153,300,83,10,1430,78,37,193,673,6058,101,37,3632,143,3913,13002,February,2025
