unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,3,38.0,33.0,12.0,15.0,162,19.0,23,43,137,699,20.0,2.0,538,10.0,570,1754,March,2025
CMP,1,4.0,7.0,8.0,0.0,46,8.0,4,8,17,185,6.0,1.0,140,2.0,149,437,March,2025
KMP,0,5.0,,3.0,0.0,14,1.0,3,5,20,53,4.0,0.0,61,0.0,65,170,March,2025
RMP,0,,3.0,,1.0,19,3.0,2,3,4,45,,4.0,48,0.0,53,135,March,2025
BMP,0,0.0,4.0,1.0,0.0,24,0.0,3,3,3,43,,0.0,28,0.0,29,110,March,2025
SMP,0,3.0,0.0,7.0,0.0,14,2.0,3,1,6,73,,1.0,29,25.0,56,165,March,2025
RPMP,0,1.0,0.0,1.0,0.0,10,1.0,0,0,6,27,2.0,0.0,21,0.0,23,69,March,2025
GMP,1,5.0,5.0,2.0,0.0,41,0.0,1,4,13,94,2.0,1.0,74,,78,244,March,2025
Dhaka Range,21,42.0,66.0,4.0,0.0,375,10.0,22,43,144,1325,17.0,1.0,620,1.0,639,2691,March,2025
Mymensingh Range,2,7.0,22.0,5.0,0.0,132,2.0,2,9,39,498,0.0,,223,67.0,291,1009,March,2025
Chittagong Range,13,25.0,65.0,16.0,0.0,249,20.0,11,39,128,1185,49.0,4.0,724,28.0,805,2556,March,2025
Sylhet Range,3,5.0,13.0,1.0,0.0,97,0.0,13,5,50,541,3.0,0.0,142,28.0,173,901,March,2025
Khulna Range,2,11.0,36.0,12.0,0.0,218,2.0,2,16,81,772,15.0,2.0,366,16.0,399,1551,March,2025
Barishal Range,5,,14.0,12.0,0.0,164,2.0,2,13,44,564,3.0,0.0,150,0.0,153,974,March,2025
Rajshahi Range,7,10.0,21.0,4.0,,271,5.0,4,8,79,930,6.0,11.0,485,12.0,514,1853,March,2025
Rangpur Range,2,10.0,26.0,0.0,0.0,218,7.0,1,6,80,795,,1.0,395,4.0,401,1546,March,2025
Railway Range,0,3.0,0.0,1.0,0.0,0,,0,0,15,20,0.0,0.0,31,4.0,35,75,March,2025
Total,60,171.0,316.0,90.0,16.0,2054,83.0,96,206,866,7849,131.0,29.0,4075,198.0,4433,16240,March,2025
